Organism_Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,species
Mycobacterium tuberculosis variant bovis,50,20829,SAMN02902643,PRJNA214551,Terrabacteria group,Actinobacteria,GCA_000749825.1,4.32045,65.5,-,JQEU01,84,4300,4080,2014/09/08,2019/03/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/749/825/GCF_000749825.1_ASM74982v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/749/825/GCA_000749825.1_ASM74982v1,bovis
Mycobacterium tuberculosis variant bovis,W-1171,20829,SAMN03290670,PRJNA272571,Terrabacteria group,Actinobacteria,GCA_000878485.1,4.304869999999999,65.6,-,JXTK01,50,4248,4047,2015/02/20,2019/03/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/485/GCF_000878485.1_ASM87848v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/878/485/GCA_000878485.1_ASM87848v1,bovis
Mycobacterium tuberculosis EAI5/NITR206,EAI5/NITR206,20829,SAMN02603653,PRJNA193387,Terrabacteria group,Actinobacteria,GCA_000389945.1,4.3903099999999995,65.6,chromosome:NC_021194.1/CP005387.1,-,1,4272,3959,2013/05/08,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/389/945/GCF_000389945.1_ASM38994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/945/GCA_000389945.1_ASM38994v1,mtb
Mycobacterium tuberculosis CCDC5079,CCDC5079,20829,SAMN02603646,PRJNA66069,Terrabacteria group,Actinobacteria,GCA_000400615.1,4.41432,65.6,chromosome:NC_021251.1/CP002884.1,-,1,4285,4101,2013/05/20,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/615/GCF_000400615.1_ASM40061v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/615/GCA_000400615.1_ASM40061v1,CDC
Mycobacterium tuberculosis variant bovis,MbURU-001,20829,SAMN03776961,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_001184735.1,4.29561,65.6,-,LFGY01,100,4265,4022,2015/07/21,2018/09/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/184/735/GCF_001184735.1_ASM118473v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/184/735/GCA_001184735.1_ASM118473v1,bovis
Mycobacterium tuberculosis variant bovis,MB4,20829,SAMEA2794687,PRJEB7273,Terrabacteria group,Actinobacteria,GCA_001369335.1,4.25561,65.6,-,CDHE01,118,4231,4015,2015/03/15,2019/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/369/335/GCF_001369335.1_Assembly_of_Mycobacterium_caprae_MB5_genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/369/335/GCA_001369335.1_Assembly_of_Mycobacterium_caprae_MB5_genome,bovis
Mycobacterium tuberculosis EAI5,EAI5,20829,SAMN02603180,PRJNA210717,Terrabacteria group,Actinobacteria,GCA_000422125.1,4.39117,65.6,chromosome:NC_021740.1/CP006578.1,-,1,4261,4100,2013/07/11,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/125/GCF_000422125.1_ASM42212v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/125/GCA_000422125.1_ASM42212v1,mtb
Mycobacterium tuberculosis HKBS1,HKBS1,20829,SAMN03081429,PRJNA66061,Terrabacteria group,Actinobacteria,GCA_000572125.1,4.40793,65.6,chromosome:NZ_CP002871.1/CP002871.1,-,1,4286,4104,2014/02/18,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/572/125/GCF_000572125.1_ASM57212v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/125/GCA_000572125.1_ASM57212v1,mtb
Mycobacterium tuberculosis variant bovis,B-3222,20829,SAMN04241384,PRJNA301187,Terrabacteria group,Actinobacteria,GCA_001455165.1,4.29985,65.6,-,LNOF01,56,4266,4049,2015/12/02,2019/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/165/GCF_001455165.1_ASM145516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/165/GCA_001455165.1_ASM145516v1,bovis
Mycobacterium tuberculosis variant bovis,D-10-02315,20829,SAMN05725038,PRJNA342251,Terrabacteria group,Actinobacteria,GCA_001726085.1,4.24528,65.6,-,MINA01,159,4239,3993,2016/09/15,2019/03/14,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/726/085/GCF_001726085.1_ASM172608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/726/085/GCA_001726085.1_ASM172608v1,bovis
Mycobacterium tuberculosis BT2,BT2,20829,SAMN03081430,PRJNA66063,Terrabacteria group,Actinobacteria,GCA_000572155.1,4.4019,65.6,chromosome:NZ_CP002882.1/CP002882.1,-,1,4279,4090,2014/02/18,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/572/155/GCF_000572155.1_ASM57215v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/155/GCA_000572155.1_ASM57215v1,mtb
Mycobacterium tuberculosis BT1,BT1,20829,SAMN03081431,PRJNA66065,Terrabacteria group,Actinobacteria,GCA_000572175.1,4.3994,65.6,chromosome:NZ_CP002883.1/CP002883.1,-,1,4278,4085,2014/02/18,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/572/175/GCF_000572175.1_ASM57217v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/175/GCA_000572175.1_ASM57217v1,mtb
Mycobacterium tuberculosis variant bovis,D11-00843,20829,SAMN06250727,PRJNA362881,Terrabacteria group,Actinobacteria,GCA_002026285.1,4.29593,65.6,-,MTZR01,146,4276,4036,2017/03/14,2018/09/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/285/GCF_002026285.1_ASM202628v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/285/GCA_002026285.1_ASM202628v1,bovis
Mycobacterium tuberculosis variant bovis,D11-03130,20829,SAMN06250738,PRJNA362881,Terrabacteria group,Actinobacteria,GCA_002026325.1,4.3087,65.6,-,MTZS01,155,4275,4040,2017/03/14,2018/09/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/325/GCF_002026325.1_ASM202632v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/325/GCA_002026325.1_ASM202632v1,bovis
Mycobacterium tuberculosis CCDC5180,CCDC5180,20829,SAMN03081432,PRJNA66071,Terrabacteria group,Actinobacteria,GCA_000572195.1,4.41435,65.6,chromosome:NZ_CP002885.1/CP002885.1,-,1,4289,4111,2014/02/18,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/572/195/GCF_000572195.1_ASM57219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/572/195/GCA_000572195.1_ASM57219v1,CDC
Mycobacterium tuberculosis K,K,20829,SAMN02803802,PRJNA178919,Terrabacteria group,Actinobacteria,GCA_000698475.1,4.38552,65.6,chromosome:NZ_CP007803.1/CP007803.1,-,1,4264,4086,2014/06/05,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/475/GCF_000698475.1_ASM69847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/475/GCA_000698475.1_ASM69847v1,mtb
Mycobacterium tuberculosis variant bovis,D11-01601,20829,SAMN06250728,PRJNA362881,Terrabacteria group,Actinobacteria,GCA_002026395.1,4.29445,65.6,-,MTZQ01,191,4298,4017,2017/03/14,2018/09/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/395/GCF_002026395.1_ASM202639v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/395/GCA_002026395.1_ASM202639v1,bovis
Mycobacterium tuberculosis variant bovis,M1009,20829,SAMN06697553,PRJNA214551,Terrabacteria group,Actinobacteria,GCA_002148975.1,4.32116,65.6,-,NBZZ01,29,4240,4057,2017/05/18,2019/03/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/975/GCF_002148975.1_ASM214897v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/975/GCA_002148975.1_ASM214897v1,bovis
Mycobacterium tuberculosis,KIT87190,20829,SAMN02767600,PRJNA246436,Terrabacteria group,Actinobacteria,GCA_000706665.1,4.41079,65.6,chromosome:NZ_CP007809.1/CP007809.1,-,1,4285,4070,2014/06/13,2017/03/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/706/665/GCF_000706665.1_ASM70666v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/665/GCA_000706665.1_ASM70666v1,mtb
Mycobacterium tuberculosis,ZMC13-264,20829,SAMN02943514,PRJNA256478,Terrabacteria group,Actinobacteria,GCA_000738445.1,4.41151,65.6,chromosome:NZ_CP009100.1/CP009100.1,-,1,4276,4082,2014/08/07,2017/03/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/445/GCF_000738445.1_ASM73844v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/445/GCA_000738445.1_ASM73844v1,mtb
Mycobacterium tuberculosis variant bovis,M1010,20829,SAMN06697554,PRJNA214551,Terrabacteria group,Actinobacteria,GCA_002149005.1,4.32116,65.6,-,NCTD01,28,4240,4057,2017/05/18,2019/03/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/005/GCF_002149005.1_ASM214900v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/149/005/GCA_002149005.1_ASM214900v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-005,20829,SAMN06628113,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703685.1,4.37321,65.5,-,NBAA01,96,4372,4122,2017/10/25,2019/04/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/685/GCF_002703685.1_ASM270368v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/685/GCA_002703685.1_ASM270368v1,bovis
Mycobacterium tuberculosis,ZMC13-88,20829,SAMN02943515,PRJNA256478,Terrabacteria group,Actinobacteria,GCA_000738475.1,4.41151,65.6,chromosome:NZ_CP009101.1/CP009101.1,-,1,4278,4086,2014/08/07,2017/03/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/475/GCF_000738475.1_ASM73847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/475/GCA_000738475.1_ASM73847v1,mtb
Mycobacterium tuberculosis,96075,20829,SAMN02887314,PRJNA253748,Terrabacteria group,Actinobacteria,GCA_000756525.1,4.37938,65.6,chromosome:NZ_CP009426.1/CP009426.1,-,1,4269,4077,2014/09/22,2017/03/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/525/GCF_000756525.1_ASM75652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/525/GCA_000756525.1_ASM75652v1,mtb
Mycobacterium tuberculosis variant bovis,MbURU-004,20829,SAMN06627997,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703695.1,4.4608099999999995,65.6,-,NAZZ01,91,4421,4176,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/695/GCF_002703695.1_ASM270369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/695/GCA_002703695.1_ASM270369v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-006,20829,SAMN06628112,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703725.1,4.29624,65.5,-,NBAB01,89,4281,4055,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/725/GCF_002703725.1_ASM270372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/725/GCA_002703725.1_ASM270372v1,bovis
Mycobacterium tuberculosis,96121,20829,SAMN02874015,PRJNA253748,Terrabacteria group,Actinobacteria,GCA_000756545.1,4.41094,65.6,chromosome:NZ_CP009427.1/CP009427.1,-,1,4283,4068,2014/09/22,2017/03/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/545/GCF_000756545.1_ASM75654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/545/GCA_000756545.1_ASM75654v1,mtb
Mycobacterium tuberculosis 49-02,49-02,20829,SAMEA3865285,PRJEB4916,Terrabacteria group,Actinobacteria,GCA_000786505.1,4.412380000000001,65.6,chromosome I:NZ_HG813240.1/HG813240.1,-,1,4285,4111,2014/11/03,2017/03/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/786/505/GCF_000786505.1_MT49-02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/505/GCA_000786505.1_MT49-02,mtb
Mycobacterium tuberculosis variant bovis,MbURU-003,20829,SAMN06628114,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703735.1,4.37753,65.6,-,NAZY01,97,4356,4116,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/735/GCF_002703735.1_ASM270373v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/735/GCA_002703735.1_ASM270373v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-002,20829,SAMN06628115,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703765.1,4.50396,65.6,-,NAZX01,89,4499,4249,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/765/GCF_002703765.1_ASM270376v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/765/GCA_002703765.1_ASM270376v1,bovis
Mycobacterium tuberculosis H37RvSiena,H37RvSiena,20829,SAMN03287041,PRJNA232612,Terrabacteria group,Actinobacteria,GCA_000827085.1,4.410909999999999,65.6,chromosome:NZ_CP007027.1/CP007027.1,-,1,4285,4152,2015/01/21,2017/06/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/085/GCF_000827085.1_ASM82708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/085/GCA_000827085.1_ASM82708v1,H37Rv
Mycobacterium tuberculosis str. Kurono,Kurono,20829,SAMD00000334,PRJDB1582,Terrabacteria group,Actinobacteria,GCA_000828995.1,4.415080000000001,65.6,chromosome:NZ_AP014573.1/AP014573.1,-,1,4291,4127,2014/12/23,2017/03/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/995/GCF_000828995.1_ASM82899v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/995/GCA_000828995.1_ASM82899v1,mtb
Mycobacterium tuberculosis variant bovis,MbURU-008,20829,SAMN06628109,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703785.1,4.3304,65.5,-,NBAD01,122,4346,4093,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/785/GCF_002703785.1_ASM270378v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/785/GCA_002703785.1_ASM270378v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-023,20829,SAMN06627996,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703795.1,4.21164,65.6,-,NBAE01,116,4217,3987,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/795/GCF_002703795.1_ASM270379v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/795/GCA_002703795.1_ASM270379v1,bovis
Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ,Moreau RDJ,20829,SAMEA4532327,PRJNA18279,Terrabacteria group,Actinobacteria,GCA_000967285.1,4.34012,65.6,chromosome:NZ_AM412059.1/AM412059.2,-,1,4209,4018,2009/05/23,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/285/GCF_000967285.1_ASM96728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/285/GCA_000967285.1_ASM96728v1,BCG
Mycobacterium tuberculosis variant bovis BCG,3281,20829,SAMN02864173,PRJNA251957,Terrabacteria group,Actinobacteria,GCA_001043255.1,4.41043,65.6,chromosome:NZ_CP008744.1/CP008744.1,-,1,4268,4070,2015/06/30,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/255/GCF_001043255.1_ASM104325v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/255/GCA_001043255.1_ASM104325v1,BCG
Mycobacterium tuberculosis variant bovis,MbURU-007,20829,SAMN06628110,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703825.1,4.42727,65.5,-,NBAC01,103,4419,4166,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/825/GCF_002703825.1_ASM270382v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/825/GCA_002703825.1_ASM270382v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-009,20829,SAMN06627426,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703835.1,4.32111,65.6,-,NAZS01,96,4295,4063,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/835/GCF_002703835.1_ASM270383v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/835/GCA_002703835.1_ASM270383v1,bovis
Mycobacterium tuberculosis variant bovis BCG,Russia 368,20829,SAMN02940916,PRJNA256163,Terrabacteria group,Actinobacteria,GCA_001274555.1,4.37014,65.6,chromosome:NZ_CP009243.1/CP009243.1,-,1,4233,4035,2015/08/26,2017/07/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/555/GCF_001274555.1_ASM127455v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/555/GCA_001274555.1_ASM127455v1,BCG
Mycobacterium tuberculosis,SCAID 187.0,20829,SAMN03921880,PRJNA291131,Terrabacteria group,Actinobacteria,GCA_001275565.2,4.41183,65.6,chromosome:NZ_CP012506.2/CP012506.2,-,1,4285,4090,2015/08/31,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/275/565/GCF_001275565.2_ASM127556v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/565/GCA_001275565.2_ASM127556v2,mtb
Mycobacterium tuberculosis variant bovis,MbURU-017,20829,SAMN06627643,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703875.1,4.29879,65.6,-,NAZQ01,92,4272,4036,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/875/GCF_002703875.1_ASM270387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/875/GCA_002703875.1_ASM270387v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-021,20829,SAMN06627994,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703885.1,4.31798,65.6,-,NAZV01,90,4284,4054,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/885/GCF_002703885.1_ASM270388v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/885/GCA_002703885.1_ASM270388v1,bovis
Mycobacterium tuberculosis,F28,20829,SAMN03253058,PRJNA270004,Terrabacteria group,Actinobacteria,GCA_001544705.1,4.4219,65.6,chromosome:NZ_CP010330.1/CP010330.1,-,1,4304,4089,2016/02/02,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/544/705/GCF_001544705.1_ASM154470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/544/705/GCA_001544705.1_ASM154470v1,mtb
Mycobacterium tuberculosis,22115,20829,SAMN03257094,PRJNA270004,Terrabacteria group,Actinobacteria,GCA_001544955.1,4.40183,65.6,chromosome:NZ_CP010337.1/CP010337.1,-,1,4294,3994,2016/02/02,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/544/955/GCF_001544955.1_ASM154495v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/544/955/GCA_001544955.1_ASM154495v1,mtb
Mycobacterium tuberculosis variant bovis,MbURU-011,20829,SAMN06627448,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703895.1,4.31013,65.6,-,NAZJ01,91,4238,4003,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/895/GCF_002703895.1_ASM270389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/895/GCA_002703895.1_ASM270389v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-010,20829,SAMN06627533,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703945.1,4.31008,65.6,-,NAZL01,99,4291,4056,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/945/GCF_002703945.1_ASM270394v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/945/GCA_002703945.1_ASM270394v1,bovis
Mycobacterium tuberculosis,22103,20829,SAMN03257096,PRJNA270004,Terrabacteria group,Actinobacteria,GCA_001545015.1,4.39942,65.6,chromosome:NZ_CP010339.1/CP010339.1,-,1,4273,3999,2016/02/02,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/545/015/GCF_001545015.1_ASM154501v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/015/GCA_001545015.1_ASM154501v1,mtb
Mycobacterium tuberculosis,26105,20829,SAMN03257097,PRJNA270004,Terrabacteria group,Actinobacteria,GCA_001545055.1,4.42649,65.6,chromosome:NZ_CP010340.1/CP010340.1,-,1,4315,3986,2016/02/02,2019/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/545/055/GCF_001545055.1_ASM154505v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/055/GCA_001545055.1_ASM154505v1,mtb
Mycobacterium tuberculosis variant bovis,MbURU-020,20829,SAMN06627993,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703955.1,4.304819999999999,65.6,-,NAZU01,98,4281,4053,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/955/GCF_002703955.1_ASM270395v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/955/GCA_002703955.1_ASM270395v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-013,20829,SAMN06627600,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703985.1,4.09189,65.5,-,NAZN01,191,4120,3835,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/985/GCF_002703985.1_ASM270398v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/985/GCA_002703985.1_ASM270398v1,bovis
Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172,Tokyo 172,20829,SAMN04517448,PRJNA313242,Terrabacteria group,Actinobacteria,GCA_001580385.1,4.37171,65.6,chromosome:NZ_CP014566.1/CP014566.1,-,1,4234,4039,2016/03/07,2019/03/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/580/385/GCF_001580385.1_ASM158038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/580/385/GCA_001580385.1_ASM158038v1,BCG
Mycobacterium tuberculosis,SCAID 320.0,20829,SAMN05447655,PRJNA335538,Terrabacteria group,Actinobacteria,GCA_001702435.1,4.406630000000001,65.6,chromosome:NZ_CP016794.1/CP016794.1,-,1,4301,4103,2016/08/10,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/702/435/GCF_001702435.1_ASM170243v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/435/GCA_001702435.1_ASM170243v1,mtb
Mycobacterium tuberculosis variant bovis,MbURU-022,20829,SAMN06627995,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002703995.1,4.210030000000001,65.6,-,NAZW01,99,4207,3972,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/703/995/GCF_002703995.1_ASM270399v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/703/995/GCA_002703995.1_ASM270399v1,bovis
Mycobacterium tuberculosis variant bovis,MbURU-016,20829,SAMN06627641,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002704025.1,4.30084,65.6,-,NAZP01,122,4311,4050,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/704/025/GCF_002704025.1_ASM270402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/704/025/GCA_002704025.1_ASM270402v1,bovis
Mycobacterium tuberculosis,SCAID 252.0,20829,SAMN05447658,PRJNA335537,Terrabacteria group,Actinobacteria,GCA_001708265.1,4.43939,65.6,chromosome:NZ_CP016888.1/CP016888.1,-,1,4308,4104,2016/08/19,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/265/GCF_001708265.1_ASM170826v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/265/GCA_001708265.1_ASM170826v1,mtb
Mycobacterium tuberculosis,Beijing,20829,SAMN03301665,PRJNA273899,Terrabacteria group,Actinobacteria,GCA_001750865.1,4.37859,65.6,chromosome:NZ_CP011510.1/CP011510.1,-,1,4250,4068,2016/10/03,2017/03/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/865/GCF_001750865.1_ASM175086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/865/GCA_001750865.1_ASM175086v1,mtb
Mycobacterium tuberculosis variant bovis,MbURU-019,20829,SAMN06627992,PRJNA287158,Terrabacteria group,Actinobacteria,GCA_002704035.1,4.304819999999999,65.6,-,NAZT01,98,4281,4053,2017/10/25,2019/03/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/704/035/GCF_002704035.1_ASM270403v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/704/035/GCA_002704035.1_ASM270403v1,bovis
